[17:31:36.435780877] Interval 15 -> Attempted: 27, Successful: 0
[17:33:47.020189121] Interval 60 -> Attempted: 1, Successful: 0
[17:33:47.020190067] Interval 150 -> Attempted: 0, Successful: 0
[17:33:47.519296178] Interval 15 -> Attempted: 27, Successful: 0
[17:33:47.519304489] Interval 30 -> Attempted: 4, Successful: 0
[17:33:47.519310621] Interval 60 -> Attempted: 1, Successful: 0
[17:33:47.519311667] Interval 150 -> Attempted: 0, Successful: 0
[17:33:48.019430673] Interval 15 -> Attempted: 27, Successful: 0
[17:33:48.019438597] Interval 30 -> Attempted: 4, Successful: 0
[17:33:48.019445494] Interval 60 -> Attempted: 1, Successful: 0
[17:33:48.019446461] Interval 150 -> Attempted: 0, Successful: 0
[17:33:48.519383273] Interval 15 -> Attempted: 27, Successful: 0
[17:33:48.519400210] Interval 30 -> Attempted: 4, Successful: 0
[17:33:48.519950658] Interval 60 -> Attempted: 1, Successful: 1
[17:33:48.519955289] Interval 150 -> Attempted: 0, Successful: 0
[17:33:49.019351949] Interval 15 -> Attempted: 27, Successful: 0
[17:33:49.019360904] Interval 30 -> Attempted: 4, Successful: 0
[17:33:49.019906157] Interval 60 -> Attempted: 1, Successful: 1
[17:33:49.019910993] Interval 150 -> Attempted: 0, Successful: 0
[17:33:49.519538390] Interval 15 -> Attempted: 27, Successful: 0
[17:33:49.519552426] Interval 30 -> Attempted: 4, Successful: 0
[17:33:49.519557600] Interval 60 -> Attempted: 1, Successful: 0
[17:33:49.519558743] Interval 150 -> Attempted: 0, Successful: 0
[17:33:50.019607231] Interval 15 -> Attempted: 27, Successful: 0
[17:33:50.019618411] Interval 30 -> Attempted: 4, Successful: 0
[17:33:50.020222542] Interval 60 -> Attempted: 1, Successful: 1
[17:33:50.020227903] Interval 150 -> Attempted: 0, Successful: 0
[17:33:50.524196380] Interval 15 -> Attempted: 37, Successful: 13
[17:33:50.524210694] Interval 30 -> Attempted: 4, Successful: 0
[17:33:50.524212731] Interval 60 -> Attempted: 1, Successful: 0
[17:33:50.524213659] Interval 150 -> Attempted: 0, Successful: 0
[17:33:51.019450487] Interval 15 -> Attempted: 27, Successful: 0
[17:33:51.019461081] Interval 30 -> Attempted: 4, Successful: 0
[17:33:51.019463363] Interval 60 -> Attempted: 1, Successful: 0
[17:33:51.019464466] Interval 150 -> Attempted: 0, Successful: 0
[17:33:51.519957917] Interval 15 -> Attempted: 27, Successful: 1
[17:33:51.519968324] Interval 30 -> Attempted: 4, Successful: 0
[17:33:51.519970995] Interval 60 -> Attempted: 1, Successful: 0
[17:33:51.519971942] Interval 150 -> Attempted: 0, Successful: 0
[17:33:52.024419647] Interval 15 -> Attempted: 27, Successful: 21
[17:33:52.025552600] Interval 30 -> Attempted: 4, Successful: 3
[17:33:52.025560170] Interval 60 -> Attempted: 1, Successful: 0
[17:33:52.025561401] Interval 150 -> Attempted: 0, Successful: 0
[17:33:52.524069379] Interval 15 -> Attempted: 27, Successful: 16
[17:33:52.524080070] Interval 30 -> Attempted: 4, Successful: 0
[17:33:52.524082040] Interval 60 -> Attempted: 1, Successful: 0
[17:33:52.524083001] Interval 150 -> Attempted: 0, Successful: 0
[17:33:53.019359992] Interval 15 -> Attempted: 27, Successful: 0
[17:33:53.019369403] Interval 30 -> Attempted: 4, Successful: 0
[17:33:53.019370809] Interval 60 -> Attempted: 0, Successful: 0
[17:33:53.019371647] Interval 150 -> Attempted: 0, Successful: 0
[17:33:53.519367308] Interval 15 -> Attempted: 27, Successful: 0
[17:33:53.519377036] Interval 30 -> Attempted: 4, Successful: 0
[17:33:53.519378502] Interval 60 -> Attempted: 0, Successful: 0
[17:33:53.519379382] Interval 150 -> Attempted: 0, Successful: 0
[17:33:54.019348671] Interval 15 -> Attempted: 27, Successful: 0
[17:33:54.019357531] Interval 30 -> Attempted: 4, Successful: 0
[17:33:54.019358852] Interval 60 -> Attempted: 0, Successful: 0
[17:33:54.019359666] Interval 150 -> Attempted: 0, Successful: 0
[17:33:54.519512927] Interval 15 -> Attempted: 27, Successful: 0
[17:33:54.519522274] Interval 30 -> Attempted: 4, Successful: 0
[17:33:54.519523835] Interval 60 -> Attempted: 0, Successful: 0
[17:33:54.519524763] Interval 150 -> Attempted: 0, Successful: 0
[17:33:55.019531029] Interval 15 -> Attempted: 27, Successful: 0
[17:33:55.019539450] Interval 30 -> Attempted: 4, Successful: 0
[17:33:55.019541032] Interval 60 -> Attempted: 0, Successful: 0
[17:33:55.019541919] Interval 150 -> Attempted: 0, Successful: 0
[17:33:55.519395287] Interval 15 -> Attempted: 27, Successful: 0
[17:33:55.519404410] Interval 30 -> Attempted: 4, Successful: 0
[17:33:55.519405928] Interval 60 -> Attempted: 0, Successful: 0
[17:33:55.519406818] Interval 150 -> Attempted: 0, Successful: 0
[17:33:56.019522213] Interval 15 -> Attempted: 27, Successful: 0
[17:33:56.019529926] Interval 30 -> Attempted: 4, Successful: 0
[17:33:56.019531233] Interval 60 -> Attempted: 0, Successful: 0
[17:33:56.019532246] Interval 150 -> Attempted: 0, Successful: 0
[17:33:56.521545913] Interval 15 -> Attempted: 27, Successful: 11
[17:33:56.521556750] Interval 30 -> Attempted: 4, Successful: 0
[17:33:56.521558837] Interval 60 -> Attempted: 0, Successful: 0
[17:33:56.521559763] Interval 150 -> Attempted: 0, Successful: 0
[17:33:57.019902073] Interval 15 -> Attempted: 27, Successful: 2
[17:33:57.019914308] Interval 30 -> Attempted: 4, Successful: 0
[17:33:57.019915966] Interval 60 -> Attempted: 0, Successful: 0
[17:33:57.019916828] Interval 150 -> Attempted: 0, Successful: 0
[17:33:57.519318322] Interval 15 -> Attempted: 27, Successful: 0
[17:33:57.519887554] Interval 30 -> Attempted: 4, Successful: 3
[17:33:57.519892976] Interval 60 -> Attempted: 0, Successful: 0
[17:33:57.519894084] Interval 150 -> Attempted: 0, Successful: 0
[17:33:58.019592475] Interval 15 -> Attempted: 27, Successful: 0
[17:33:58.020057465] Interval 30 -> Attempted: 4, Successful: 3
[17:33:58.020062480] Interval 60 -> Attempted: 0, Successful: 0
[17:33:58.020063517] Interval 150 -> Attempted: 0, Successful: 0
[17:33:58.519370740] Interval 15 -> Attempted: 27, Successful: 0
[17:33:58.519393522] Interval 30 -> Attempted: 4, Successful: 0
[17:33:58.519395175] Interval 60 -> Attempted: 0, Successful: 0
[17:33:58.519396093] Interval 150 -> Attempted: 0, Successful: 0
[17:33:59.019602717] Interval 15 -> Attempted: 27, Successful: 0
[17:33:59.019623911] Interval 30 -> Attempted: 4, Successful: 0
[17:33:59.019625466] Interval 60 -> Attempted: 0, Successful: 0
[17:33:59.019626291] Interval 150 -> Attempted: 0, Successful: 0
[17:33:59.519552056] Interval 15 -> Attempted: 27, Successful: 0
[17:33:59.519575988] Interval 30 -> Attempted: 4, Successful: 0
[17:33:59.519577681] Interval 60 -> Attempted: 0, Successful: 0
[17:33:59.519578610] Interval 150 -> Attempted: 0, Successful: 0
[17:34:00.019357205] Interval 15 -> Attempted: 27, Successful: 0
[17:34:00.019644123] Interval 30 -> Attempted: 4, Successful: 1
[17:34:00.019648750] Interval 60 -> Attempted: 0, Successful: 0
[17:34:00.019649780] Interval 150 -> Attempted: 0, Successful: 0
[17:34:00.519533517] Interval 15 -> Attempted: 27, Successful: 0
[17:34:00.519806769] Interval 30 -> Attempted: 4, Successful: 1
[17:34:00.519811406] Interval 60 -> Attempted: 0, Successful: 0
[17:34:00.519812545] Interval 150 -> Attempted: 0, Successful: 0
[17:34:01.021625286] Interval 15 -> Attempted: 27, Successful: 7
[17:34:01.021634675] Interval 30 -> Attempted: 4, Successful: 0
[17:34:01.021636096] Interval 60 -> Attempted: 0, Successful: 0
[17:34:01.021636964] Interval 150 -> Attempted: 0, Successful: 0
[17:34:01.520161416] Interval 15 -> Attempted: 27, Successful: 6
[17:34:01.520169264] Interval 30 -> Attempted: 4, Successful: 0
[17:34:01.520171244] Interval 60 -> Attempted: 0, Successful: 0
[17:34:01.520172219] Interval 150 -> Attempted: 0, Successful: 0
[17:34:02.020081700] Interval 15 -> Attempted: 27, Successful: 6
[17:34:02.020089866] Interval 30 -> Attempted: 4, Successful: 0
[17:34:02.020091446] Interval 60 -> Attempted: 0, Successful: 0
[17:34:02.020092322] Interval 150 -> Attempted: 0, Successful: 0
[17:34:02.519402376] Interval 15 -> Attempted: 27, Successful: 0
[17:34:02.519410356] Interval 30 -> Attempted: 4, Successful: 0
[17:34:02.519411700] Interval 60 -> Attempted: 0, Successful: 0
[17:34:02.519412581] Interval 150 -> Attempted: 0, Successful: 0
[17:34:03.019576028] Interval 15 -> Attempted: 27, Successful: 0
[17:34:03.019583658] Interval 30 -> Attempted: 4, Successful: 0
[17:34:03.019585012] Interval 60 -> Attempted: 0, Successful: 0
[17:34:03.019585852] Interval 150 -> Attempted: 0, Successful: 0
[17:34:03.519330898] Interval 15 -> Attempted: 27, Successful: 0
[17:34:03.519339355] Interval 30 -> Attempted: 4, Successful: 0
[17:34:03.519340764] Interval 60 -> Attempted: 0, Successful: 0
[17:34:03.519341618] Interval 150 -> Attempted: 0, Successful: 0
[17:34:04.019364926] Interval 15 -> Attempted: 27, Successful: 0
[17:34:04.019382939] Interval 30 -> Attempted: 4, Successful: 0
[17:34:04.019384494] Interval 60 -> Attempted: 0, Successful: 0
[17:34:04.019385344] Interval 150 -> Attempted: 0, Successful: 0
[17:34:04.519384322] Interval 15 -> Attempted: 27, Successful: 0
[17:34:04.519818487] Interval 30 -> Attempted: 4, Successful: 2
[17:34:04.519824552] Interval 60 -> Attempted: 0, Successful: 0
[17:34:04.519825846] Interval 150 -> Attempted: 0, Successful: 0
[17:34:05.019369841] Interval 15 -> Attempted: 27, Successful: 0
[17:34:05.019385132] Interval 30 -> Attempted: 4, Successful: 0
[17:34:05.019386642] Interval 60 -> Attempted: 0, Successful: 0
[17:34:05.019387523] Interval 150 -> Attempted: 0, Successful: 0
[17:34:05.523600986] Interval 15 -> Attempted: 37, Successful: 13
[17:34:05.525862537] Interval 30 -> Attempted: 31, Successful: 7
[17:34:05.525869335] Interval 60 -> Attempted: 0, Successful: 0
[17:34:05.525870573] Interval 150 -> Attempted: 0, Successful: 0
[17:34:06.022886247] Interval 15 -> Attempted: 27, Successful: 0
[17:34:06.022901054] Interval 30 -> Attempted: 4, Successful: 0
[17:34:06.022903088] Interval 60 -> Attempted: 0, Successful: 0
[17:34:06.022904906] Interval 150 -> Attempted: 1, Successful: 0
[17:34:06.521466755] Interval 15 -> Attempted: 27, Successful: 1
[17:34:06.521477436] Interval 30 -> Attempted: 4, Successful: 0
[17:34:06.521480041] Interval 60 -> Attempted: 0, Successful: 0
[17:34:06.521483513] Interval 150 -> Attempted: 1, Successful: 0
[17:34:07.026528373] Interval 15 -> Attempted: 27, Successful: 21
[17:34:07.026538327] Interval 30 -> Attempted: 4, Successful: 0
[17:34:07.026540231] Interval 60 -> Attempted: 0, Successful: 0
[17:34:07.026543192] Interval 150 -> Attempted: 1, Successful: 0
[17:34:07.522914219] Interval 15 -> Attempted: 27, Successful: 16
[17:34:07.522924450] Interval 30 -> Attempted: 4, Successful: 0
[17:34:07.522927187] Interval 60 -> Attempted: 0, Successful: 0
[17:34:07.522928662] Interval 150 -> Attempted: 0, Successful: 0
[17:34:08.019426927] Interval 15 -> Attempted: 27, Successful: 0
[17:34:08.019434653] Interval 30 -> Attempted: 4, Successful: 0
[17:34:08.019435976] Interval 60 -> Attempted: 0, Successful: 0
[17:34:08.019436787] Interval 150 -> Attempted: 0, Successful: 0
[17:34:08.519362851] Interval 15 -> Attempted: 27, Successful: 0
[17:34:08.519372139] Interval 30 -> Attempted: 4, Successful: 0
[17:34:08.519373736] Interval 60 -> Attempted: 0, Successful: 0
[17:34:08.519382154] Interval 150 -> Attempted: 0, Successful: 0
[17:34:09.019425012] Interval 15 -> Attempted: 27, Successful: 0
[17:34:09.019439405] Interval 30 -> Attempted: 4, Successful: 0
[17:34:09.019442779] Interval 60 -> Attempted: 0, Successful: 0
[17:34:09.019443601] Interval 150 -> Attempted: 0, Successful: 0
[17:34:09.519558549] Interval 15 -> Attempted: 27, Successful: 0
[17:34:09.519567189] Interval 30 -> Attempted: 4, Successful: 0
[17:34:09.519568725] Interval 60 -> Attempted: 0, Successful: 0
[17:34:09.519569578] Interval 150 -> Attempted: 0, Successful: 0
[17:34:10.019510510] Interval 15 -> Attempted: 27, Successful: 0
[17:34:10.019518440] Interval 30 -> Attempted: 4, Successful: 0
[17:34:10.019519761] Interval 60 -> Attempted: 0, Successful: 0
[17:34:10.019520559] Interval 150 -> Attempted: 0, Successful: 0
[17:34:10.519351080] Interval 15 -> Attempted: 27, Successful: 0
[17:34:10.519359614] Interval 30 -> Attempted: 4, Successful: 0
[17:34:10.519361128] Interval 60 -> Attempted: 0, Successful: 0
[17:34:10.519361973] Interval 150 -> Attempted: 0, Successful: 0
[17:34:11.019475067] Interval 15 -> Attempted: 27, Successful: 0
[17:34:11.019482334] Interval 30 -> Attempted: 4, Successful: 0
[17:34:11.019483635] Interval 60 -> Attempted: 0, Successful: 0
[17:34:11.019484436] Interval 150 -> Attempted: 0, Successful: 0
[17:34:11.665992593] Interval 15 -> Attempted: 27, Successful: 11
[17:34:11.666000771] Interval 30 -> Attempted: 4, Successful: 0
[17:34:11.666002733] Interval 60 -> Attempted: 0, Successful: 0
[17:34:11.666003627] Interval 150 -> Attempted: 0, Successful: 0
[17:34:12.019826895] Interval 15 -> Attempted: 27, Successful: 2
[17:34:12.019834607] Interval 30 -> Attempted: 4, Successful: 0
[17:34:12.019836151] Interval 60 -> Attempted: 0, Successful: 0
[17:34:12.019837045] Interval 150 -> Attempted: 0, Successful: 0
[17:34:12.519427100] Interval 15 -> Attempted: 27, Successful: 0
[17:34:12.519436192] Interval 30 -> Attempted: 4, Successful: 0
[17:34:12.519437821] Interval 60 -> Attempted: 0, Successful: 0
[17:34:12.519438644] Interval 150 -> Attempted: 0, Successful: 0
[17:34:13.019578167] Interval 15 -> Attempted: 27, Successful: 0
[17:34:13.019587021] Interval 30 -> Attempted: 4, Successful: 0
[17:34:13.019588353] Interval 60 -> Attempted: 0, Successful: 0
[17:34:13.019589139] Interval 150 -> Attempted: 0, Successful: 0
[17:34:13.520391680] Interval 15 -> Attempted: 27, Successful: 1
[17:34:13.520400916] Interval 30 -> Attempted: 4, Successful: 0
[17:34:13.520402495] Interval 60 -> Attempted: 0, Successful: 0
[17:34:13.520403310] Interval 150 -> Attempted: 0, Successful: 0
[17:34:14.019444188] Interval 15 -> Attempted: 27, Successful: 0
[17:34:14.019459663] Interval 30 -> Attempted: 4, Successful: 0
[17:34:14.019462720] Interval 60 -> Attempted: 0, Successful: 0
[17:34:14.019463583] Interval 150 -> Attempted: 0, Successful: 0
[17:34:14.519725943] Interval 15 -> Attempted: 27, Successful: 0
[17:34:14.519735720] Interval 30 -> Attempted: 4, Successful: 0
[17:34:14.519737085] Interval 60 -> Attempted: 0, Successful: 0
[17:34:14.519737880] Interval 150 -> Attempted: 0, Successful: 0
[17:34:15.019578162] Interval 15 -> Attempted: 27, Successful: 0
[17:34:15.019589573] Interval 30 -> Attempted: 4, Successful: 0
[17:34:15.019591193] Interval 60 -> Attempted: 0, Successful: 0
[17:34:15.019591979] Interval 150 -> Attempted: 0, Successful: 0
[17:34:15.519275116] Interval 15 -> Attempted: 27, Successful: 0
[17:34:15.519285605] Interval 30 -> Attempted: 4, Successful: 0
[17:34:15.519287174] Interval 60 -> Attempted: 0, Successful: 0
[17:34:15.519287987] Interval 150 -> Attempted: 0, Successful: 0
[17:34:16.022765393] Interval 15 -> Attempted: 27, Successful: 8
[17:34:16.022775430] Interval 30 -> Attempted: 4, Successful: 0
[17:34:16.022776962] Interval 60 -> Attempted: 0, Successful: 0
[17:34:16.022777752] Interval 150 -> Attempted: 0, Successful: 0
[17:34:16.520412260] Interval 15 -> Attempted: 27, Successful: 6
[17:34:16.520424022] Interval 30 -> Attempted: 4, Successful: 0
[17:34:16.520425602] Interval 60 -> Attempted: 0, Successful: 0
[17:34:16.520426591] Interval 150 -> Attempted: 0, Successful: 0
[17:34:17.020597663] Interval 15 -> Attempted: 27, Successful: 6
[17:34:17.020612180] Interval 30 -> Attempted: 4, Successful: 0
[17:34:17.020614732] Interval 60 -> Attempted: 0, Successful: 0
[17:34:17.020616232] Interval 150 -> Attempted: 0, Successful: 0
[17:34:17.519856051] Interval 15 -> Attempted: 27, Successful: 1
[17:34:17.519865209] Interval 30 -> Attempted: 4, Successful: 0
[17:34:17.519866723] Interval 60 -> Attempted: 0, Successful: 0
[17:34:17.519867603] Interval 150 -> Attempted: 0, Successful: 0
[17:34:18.023574594] Interval 15 -> Attempted: 27, Successful: 19
[17:34:18.023582435] Interval 30 -> Attempted: 4, Successful: 0
[17:34:18.023584358] Interval 60 -> Attempted: 0, Successful: 0
[17:34:18.023585223] Interval 150 -> Attempted: 0, Successful: 0
[17:34:18.519682364] Interval 15 -> Attempted: 27, Successful: 0
[17:34:18.519716755] Interval 30 -> Attempted: 4, Successful: 0
[17:34:18.519718435] Interval 60 -> Attempted: 0, Successful: 0
[17:34:18.519719236] Interval 150 -> Attempted: 0, Successful: 0
[17:34:19.021447318] Interval 15 -> Attempted: 27, Successful: 0
[17:34:19.021468013] Interval 30 -> Attempted: 4, Successful: 0
[17:34:19.021470195] Interval 60 -> Attempted: 0, Successful: 0
[17:34:19.021471658] Interval 150 -> Attempted: 0, Successful: 0
[17:34:19.519393221] Interval 15 -> Attempted: 27, Successful: 0
[17:34:19.519429610] Interval 30 -> Attempted: 4, Successful: 0
[17:34:19.519431511] Interval 60 -> Attempted: 0, Successful: 0
[17:34:19.519432323] Interval 150 -> Attempted: 0, Successful: 0
[17:34:20.020135622] Interval 15 -> Attempted: 27, Successful: 0
[17:34:20.021422270] Interval 30 -> Attempted: 4, Successful: 2
[17:34:20.021429327] Interval 60 -> Attempted: 0, Successful: 0
[17:34:20.021431017] Interval 150 -> Attempted: 0, Successful: 0
[17:34:20.523164787] Interval 15 -> Attempted: 37, Successful: 13
[17:34:20.523198841] Interval 30 -> Attempted: 4, Successful: 0
[17:34:20.523200629] Interval 60 -> Attempted: 0, Successful: 0
[17:34:20.523201463] Interval 150 -> Attempted: 0, Successful: 0
[17:34:21.022113086] Interval 15 -> Attempted: 27, Successful: 0
[17:34:21.022155293] Interval 30 -> Attempted: 4, Successful: 0
[17:34:21.022157648] Interval 60 -> Attempted: 0, Successful: 0
[17:34:21.022159174] Interval 150 -> Attempted: 0, Successful: 0
[17:34:21.519789912] Interval 15 -> Attempted: 27, Successful: 1
[17:34:21.520632666] Interval 30 -> Attempted: 4, Successful: 2
[17:34:21.520637334] Interval 60 -> Attempted: 0, Successful: 0
[17:34:21.520638363] Interval 150 -> Attempted: 0, Successful: 0
[17:34:22.023795455] Interval 15 -> Attempted: 27, Successful: 21
[17:34:22.025110632] Interval 30 -> Attempted: 4, Successful: 4
[17:34:22.025116075] Interval 60 -> Attempted: 0, Successful: 0
[17:34:22.025117077] Interval 150 -> Attempted: 0, Successful: 0
[17:34:22.522441453] Interval 15 -> Attempted: 27, Successful: 16
[17:34:22.522676898] Interval 30 -> Attempted: 4, Successful: 1
[17:34:22.522683472] Interval 60 -> Attempted: 0, Successful: 0
[17:34:22.522685291] Interval 150 -> Attempted: 0, Successful: 0
[17:34:23.019349810] Interval 15 -> Attempted: 27, Successful: 0
[17:34:23.019726235] Interval 30 -> Attempted: 4, Successful: 3
[17:34:23.019730862] Interval 60 -> Attempted: 0, Successful: 0
[17:34:23.019731829] Interval 150 -> Attempted: 0, Successful: 0
[17:34:23.519277057] Interval 15 -> Attempted: 27, Successful: 0
[17:34:23.519902056] Interval 30 -> Attempted: 4, Successful: 4
[17:34:23.519908141] Interval 60 -> Attempted: 0, Successful: 0
[17:34:23.519910761] Interval 150 -> Attempted: 0, Successful: 0
[17:34:24.019345607] Interval 15 -> Attempted: 27, Successful: 0
[17:34:24.019667984] Interval 30 -> Attempted: 4, Successful: 2
[17:34:24.019672367] Interval 60 -> Attempted: 0, Successful: 0
[17:34:24.019673420] Interval 150 -> Attempted: 0, Successful: 0
[17:34:24.519508563] Interval 15 -> Attempted: 27, Successful: 0
[17:34:24.519729624] Interval 30 -> Attempted: 4, Successful: 1
[17:34:24.519733624] Interval 60 -> Attempted: 0, Successful: 0
[17:34:24.519734666] Interval 150 -> Attempted: 0, Successful: 0
[17:34:25.021456597] Interval 15 -> Attempted: 27, Successful: 0
[17:34:25.021470076] Interval 30 -> Attempted: 4, Successful: 0
[17:34:25.021471412] Interval 60 -> Attempted: 0, Successful: 0
[17:34:25.021472246] Interval 150 -> Attempted: 0, Successful: 0
[17:34:25.519401710] Interval 15 -> Attempted: 27, Successful: 0
[17:34:25.519414445] Interval 30 -> Attempted: 4, Successful: 0
[17:34:25.519415792] Interval 60 -> Attempted: 0, Successful: 0
[17:34:25.519416663] Interval 150 -> Attempted: 0, Successful: 0
[17:34:26.019393738] Interval 15 -> Attempted: 27, Successful: 0
[17:34:26.019405023] Interval 30 -> Attempted: 4, Successful: 0
[17:34:26.019406289] Interval 60 -> Attempted: 0, Successful: 0
[17:34:26.019407107] Interval 150 -> Attempted: 0, Successful: 0
[17:34:26.521512799] Interval 15 -> Attempted: 27, Successful: 11
[17:34:26.521527225] Interval 30 -> Attempted: 4, Successful: 0
[17:34:26.521528928] Interval 60 -> Attempted: 0, Successful: 0
[17:34:26.521529881] Interval 150 -> Attempted: 0, Successful: 0
[17:34:27.020003299] Interval 15 -> Attempted: 27, Successful: 3
[17:34:27.020017905] Interval 30 -> Attempted: 4, Successful: 0
[17:34:27.020019740] Interval 60 -> Attempted: 0, Successful: 0
[17:34:27.020020698] Interval 150 -> Attempted: 0, Successful: 0
[17:34:27.519506188] Interval 15 -> Attempted: 27, Successful: 0
[17:34:27.520031250] Interval 30 -> Attempted: 4, Successful: 3
[17:34:27.520035712] Interval 60 -> Attempted: 0, Successful: 0
[17:34:27.520036821] Interval 150 -> Attempted: 0, Successful: 0
[17:34:28.019291353] Interval 15 -> Attempted: 27, Successful: 0
[17:34:28.019733803] Interval 30 -> Attempted: 4, Successful: 3
[17:34:28.019738262] Interval 60 -> Attempted: 0, Successful: 0
[17:34:28.019739328] Interval 150 -> Attempted: 0, Successful: 0
[17:34:28.519315752] Interval 15 -> Attempted: 27, Successful: 0
[17:34:28.519338854] Interval 30 -> Attempted: 4, Successful: 0
[17:34:28.519340567] Interval 60 -> Attempted: 0, Successful: 0
[17:34:28.519341834] Interval 150 -> Attempted: 0, Successful: 0
[17:34:29.019584868] Interval 15 -> Attempted: 27, Successful: 0
[17:34:29.019605202] Interval 30 -> Attempted: 4, Successful: 0
[17:34:29.019606671] Interval 60 -> Attempted: 0, Successful: 0
[17:34:29.019607506] Interval 150 -> Attempted: 0, Successful: 0
[17:34:29.519321107] Interval 15 -> Attempted: 27, Successful: 0
[17:34:29.519349738] Interval 30 -> Attempted: 4, Successful: 0
[17:34:29.519351569] Interval 60 -> Attempted: 0, Successful: 0
[17:34:29.519352465] Interval 150 -> Attempted: 0, Successful: 0
[17:34:30.019597313] Interval 15 -> Attempted: 27, Successful: 0
[17:34:30.019878948] Interval 30 -> Attempted: 4, Successful: 1
[17:34:30.019883673] Interval 60 -> Attempted: 0, Successful: 0
[17:34:30.019884755] Interval 150 -> Attempted: 0, Successful: 0
[17:34:30.519306353] Interval 15 -> Attempted: 27, Successful: 0
[17:34:30.519607363] Interval 30 -> Attempted: 4, Successful: 1
[17:34:30.519612355] Interval 60 -> Attempted: 0, Successful: 0
[17:34:30.519613710] Interval 150 -> Attempted: 0, Successful: 0
[17:34:31.022297844] Interval 15 -> Attempted: 27, Successful: 9
[17:34:31.022311551] Interval 30 -> Attempted: 4, Successful: 0
[17:34:31.022313112] Interval 60 -> Attempted: 0, Successful: 0
[17:34:31.022313991] Interval 150 -> Attempted: 0, Successful: 0
[17:34:31.521267925] Interval 15 -> Attempted: 27, Successful: 13
[17:34:31.521279073] Interval 30 -> Attempted: 4, Successful: 0
[17:34:31.521280739] Interval 60 -> Attempted: 0, Successful: 0
[17:34:31.521281682] Interval 150 -> Attempted: 0, Successful: 0
[17:34:32.021393228] Interval 15 -> Attempted: 27, Successful: 13
[17:34:32.021402966] Interval 30 -> Attempted: 4, Successful: 0
[17:34:32.021404555] Interval 60 -> Attempted: 0, Successful: 0
[17:34:32.021405702] Interval 150 -> Attempted: 0, Successful: 0
[17:34:32.519657356] Interval 15 -> Attempted: 27, Successful: 1
[17:34:32.519664986] Interval 30 -> Attempted: 4, Successful: 0
[17:34:32.519666534] Interval 60 -> Attempted: 0, Successful: 0
[17:34:32.519667426] Interval 150 -> Attempted: 0, Successful: 0
[17:34:33.020953545] Interval 15 -> Attempted: 27, Successful: 19
[17:34:33.020961906] Interval 30 -> Attempted: 4, Successful: 0
[17:34:33.020963598] Interval 60 -> Attempted: 0, Successful: 0
[17:34:33.020964503] Interval 150 -> Attempted: 0, Successful: 0
[17:34:33.519314911] Interval 15 -> Attempted: 27, Successful: 0
[17:34:33.519322714] Interval 30 -> Attempted: 4, Successful: 0
[17:34:33.519324387] Interval 60 -> Attempted: 0, Successful: 0
[17:34:33.519325450] Interval 150 -> Attempted: 0, Successful: 0
[17:34:34.019393317] Interval 15 -> Attempted: 27, Successful: 0
[17:34:34.019412920] Interval 30 -> Attempted: 4, Successful: 0
[17:34:34.019414443] Interval 60 -> Attempted: 0, Successful: 0
[17:34:34.019415277] Interval 150 -> Attempted: 0, Successful: 0
[17:34:34.519479926] Interval 15 -> Attempted: 27, Successful: 0
[17:34:34.522126943] Interval 30 -> Attempted: 4, Successful: 2
[17:34:34.522133673] Interval 60 -> Attempted: 0, Successful: 0
[17:34:34.522134730] Interval 150 -> Attempted: 0, Successful: 0
[17:34:35.020158035] Interval 15 -> Attempted: 27, Successful: 0
[17:34:35.020178833] Interval 30 -> Attempted: 4, Successful: 0
[17:34:35.020181491] Interval 60 -> Attempted: 0, Successful: 0
[17:34:35.020183059] Interval 150 -> Attempted: 0, Successful: 0
[17:34:35.527273614] Interval 15 -> Attempted: 37, Successful: 13
[17:34:35.531273905] Interval 30 -> Attempted: 31, Successful: 7
[17:34:35.531281421] Interval 60 -> Attempted: 0, Successful: 0
[17:34:35.531283118] Interval 150 -> Attempted: 0, Successful: 0
[17:34:36.019547079] Interval 15 -> Attempted: 27, Successful: 0
[17:34:36.019555220] Interval 30 -> Attempted: 4, Successful: 0
[17:34:36.019556975] Interval 60 -> Attempted: 1, Successful: 0
[17:34:36.019557883] Interval 150 -> Attempted: 0, Successful: 0
[17:34:36.520073992] Interval 15 -> Attempted: 27, Successful: 1
[17:34:36.520084449] Interval 30 -> Attempted: 4, Successful: 0
[17:34:36.520087425] Interval 60 -> Attempted: 1, Successful: 0
[17:34:36.520089119] Interval 150 -> Attempted: 0, Successful: 0
[17:34:37.026077694] Interval 15 -> Attempted: 27, Successful: 21
[17:34:37.026086822] Interval 30 -> Attempted: 4, Successful: 0
[17:34:37.026088661] Interval 60 -> Attempted: 1, Successful: 0
[17:34:37.026089649] Interval 150 -> Attempted: 0, Successful: 0
[17:34:37.524839600] Interval 15 -> Attempted: 27, Successful: 16
[17:34:37.524847162] Interval 30 -> Attempted: 4, Successful: 0
[17:34:37.524849084] Interval 60 -> Attempted: 1, Successful: 0
[17:34:37.524850051] Interval 150 -> Attempted: 0, Successful: 0
[17:34:38.019510972] Interval 15 -> Attempted: 27, Successful: 0
[17:34:38.019518863] Interval 30 -> Attempted: 4, Successful: 0
[17:34:38.021430931] Interval 60 -> Attempted: 1, Successful: 1
[17:34:38.021436286] Interval 150 -> Attempted: 0, Successful: 0
